index	image	caption
20451	1028205764_7e8df9a2ea.jpg	man and child in yellow kayak
34179	3217266166_4e0091860b.jpg	child play with large hoop 
6876	3283897411_af9d0b497d.jpg	a child playing with fire 
20437	3258874419_23fec1bdc1.jpg	racedog ha the number 8 
5764	3032790880_d216197d55.jpg	the guy are playing soccer 
20436	2978810122_183e60ff2d.jpg	a man surfing a wave 
32542	1991806812_065f747689.jpg	a kickboxer jumping for a kick
20773	899810584_61e1578d3f.jpg	a man climbing a mountain 
20775	2681215810_00b0642f7b.jpg	a shirtless man catch a football
25254	415657941_454d370721.jpg	child playing on a playground 
32428	3432730942_4dc4685277.jpg	two motorcycle and their rider 
25023	3486135177_772628d034.jpg	a snowboarder doing a handstand 
21208	1643915227_9f48068772.jpg	time square in new york 
32317	3538686658_30afc75f02.jpg	a biker is racing downhill 
34600	3616525288_9c19223de6.jpg	the people are racing horse 
32311	1814086703_33390d5fc7.jpg	a dog look behind itself 
21403	2616643090_4f2d2d1a44.jpg	a baby chew on plant 
7151	3666574371_317b008d2a.jpg	three men on a field 
7060	3480052428_c034b98a08.jpg	a family at a military camp
25116	429851331_b248ca01cd.jpg	a dog catch black frisbee 
7049	3104400277_1524e4f758.jpg	dirt bikers on a trail 
21446	3249865395_dceaa59f54.jpg	five people standing on a sidewalk
34656	3543600125_223747ef4c.jpg	people sitting in building having drink
25014	2874984466_1aafec2c9f.jpg	a sheep chase a dog 
7173	2181117039_c4eea8036e.jpg	child in uniform chase pigeon 
7189	3506560025_8d0f4f9ac4.jpg	a woman holding a camera 
34427	269630255_c3ec75c792.jpg	a pitbull playing with a stick
21475	3597210806_95b07bb968.jpg	a boy dunk a basketball 
25133	3064383768_f6838f57da.jpg	a man surfing a wave 
7192	2291511815_ac083fddbd.jpg	three child ride three wheeler 
7061	2384626662_67cdd87694.jpg	two child on the beach 
25040	263522013_d118d46b2d.jpg	a dog shaking off water 
25052	2186139563_e60c1d4b8b.jpg	little dog chase ball at farm
2174	3512033861_a357bb58b6.jpg	a crowd of foreigner stand 
32401	2277299634_e14bdb7ff7.jpg	a man on the street 
21338	239807547_4923efc821.jpg	two dog fight next to rock
32372	2814028429_561a215259.jpg	a boy balance on something inflatable
21299	2333816000_7105d0ffac.jpg	a man climbing a rock face
34545	2217728745_92b6779016.jpg	a man in a bar 
34551	2171891283_dedd9cf416.jpg	two dog walking through nature 
5680	3275527950_41aca690a1.jpg	two people working in mud 
32402	2760371526_63f3d01760.jpg	boy swimming in blue pool 
21248	107318069_e9f2ef32de.jpg	people watching hot air balloon 
32343	2663794355_e726ec7e05.jpg	two people sunbathe beside water 
7077	481054596_cad8c02103.jpg	two people share a hug 
34568	2953861572_d654d9b6f2.jpg	black dog running across sand 
34572	3148193539_de9dd48fc8.jpg	three boy climb on a slide
34573	2561319255_ce5ede291e.jpg	a girl with a guitar 
34503	2949762776_52ece64d28.jpg	two football team playing a game
34502	2392625002_83a5a0978f.jpg	dog in jacket running through snow
21289	1470061031_4cb59c12a8.jpg	two brownish dog are fighting 
21478	96985174_31d4c6f06d.jpg	a man walk near mountain 
2919	2565657591_6c1cdfc092.jpg	a boy is rock climbing 
7027	3007214949_a4b027f8a3.jpg	child playing on a trampoline 
25212	3564907603_14ccc655f1.jpg	teen having a good time 
6977	2472896179_245e7d142f.jpg	a man on the sea 
2247	3042173467_14394234da.jpg	two girl in backless dress 
2082	3118425885_f0cc035032.jpg	a blurry woman eating fish 
25231	3415578043_03d33e6efd.jpg	a child play with paint 
20873	2428751994_88a6808246.jpg	a dog running on the grass
21625	3375920709_ef7370fa09.jpg	dog running through the snow 
20861	3349309109_4024a09a17.jpg	two female ride camel back 
20941	392976422_c8d0514bc3.jpg	a boy scale the wall 
7277	69710411_2cf537f61f.jpg	several people sitting around a campfire
21645	387830531_e89c192b92.jpg	large dog playing with smaller dog
2254	3595992258_6f192e6ae7.jpg	a reddish brown dog running 
32227	216172386_9ac5356dae.jpg	a motocross biker about to descend
2896	2856080862_95d793fa9d.jpg	men playing soccer in a field
2980	3373069977_bc73e9e409.jpg	snowboarder do trick on mountain 
25244	3470303255_fbb41b8dd0.jpg	a little girl smelling a flower
34858	3223973114_6c15538ce9.jpg	a big brown dog running 
34864	2984704498_29b53df5df.jpg	a woman hold a camera 
7280	3242088278_43eea5d17e.jpg	an eagle standing in water 
7250	2600442766_e750ec9a56.jpg	two dog in a stream 
21589	2698666984_13e17236ae.jpg	woman jogging in the rain 
20966	162152393_52ecd33fc5.jpg	woman at kite festival on boardwalk
21075	3176277818_235486a3cd.jpg	young people in a busy arcade
21056	3352199368_b35f25793e.jpg	a traveler on a snowy road
21055	3613667665_1881c689ea.jpg	dog run in the surf 
32456	3413019648_e787f0cb88.jpg	a kayaker fight the rapid 
21534	3572267708_9d8a81d4a4.jpg	girl dance in colorful outfit 
21556	3525453732_f74a38f111.jpg	an owl is in flight 
21054	2119302248_72493d458c.jpg	a woman wear her glass 
7212	3667822570_d39850e217.jpg	a rugby player tackling another 
5711	3274879561_74997bbfff.jpg	a deer jump a fence 
21009	3728164558_52729baefa.jpg	two woman standing outside community library
2104	3212465975_b657f40eed.jpg	a skateboarder jumping with his skateboard
20988	1220401002_3f44b1f3f7.jpg	two young girl playing together 
34770	3309082580_7228067ee0.jpg	riding a bike through the wood
2241	2986671935_0c60bbb3fa.jpg	a group of bicyclist racing 
6987	3190677999_60bbd330fd.jpg	three child playing in snow 
20985	3073535022_4af81f360c.jpg	a surfer ride the wave 
20978	3477681171_b1bb8b211d.jpg	a girl jumping on pavement 
20977	278002947_3fd22a2cb6.jpg	the man ha a mohawk 
20968	2561212119_1af8cb9b5d.jpg	black dog stand in river 
7490	2895966469_53e0b29295.jpg	a kayaker battle the rapid 
35139	2097398349_ff178b3f1b.jpg	a skier in the mountain 
24793	3572942419_16ebdc3d46.jpg	several woman are talking outside 
22012	2378356400_f6bde5d9b3.jpg	a woman and a child 
22511	160585932_fa6339f248.jpg	a toyota car drive into water
5880	207584893_63e73c5c28.jpg	a person in a hangglider 
7715	3346614841_698f9aa486.jpg	a boy wearing mirror sunglass 
2425	280932151_ae14a67be5.jpg	dog run through tree toward camera
33806	3286222970_1fa445e38f.jpg	girl running past a bench 
35531	3246991821_750a3097e2.jpg	small girl blowing bubble outside 
32007	3248408149_41a8dd90d3.jpg	collie dog dig in sand 
25695	3551281733_b43bf6f870.jpg	a closeup of a hummingbird 
6639	2493469969_11b6190615.jpg	a medium sized brown dog jumping
19717	269898095_d00ac7d7a4.jpg	two people on a bench 
22525	539493423_9d7d1b77fa.jpg	man holding torch of fire 
19711	244760289_f4467b2b67.jpg	three people on a beach 
19705	3571147934_d1c8af1d6e.jpg	teenager congregate outside a brick building
33791	2180886307_5156460b2c.jpg	a dog swimming through the water
35583	2550011909_6b95f11330.jpg	three child playing with sparkler 
33785	3696698390_989f1488e7.jpg	a bmx rider in midair 
31987	918886676_3323fb2a01.jpg	a yellow lab drink water 
7749	2939475047_84585ea45c.jpg	a football running back getting tackled
19716	2340206885_58754a799a.jpg	three dog in the snow 
22542	3276475986_66cd9cc7e4.jpg	woman stand on the street 
19767	2899276965_a20b839cfd.jpg	a skateboarder in the city 
35514	3668259129_e073af1533.jpg	a skateboarder performs a trick 
25662	2432038587_5e4148e277.jpg	a black dog chasing goose 
35448	3079073247_97e88e2eb7.jpg	motorcycle daredevil on reared motorcycle 
22468	3134092148_151154139a.jpg	a man surfing a wave 
3077	3210359094_ee51285301.jpg	a child playing in snow 
24573	3421177332_a05741cfa4.jpg	a runner during a race 
22491	3052104757_d1cf646935.jpg	a four wheeler jumping car 
35456	2346401538_f5e8da66fc.jpg	people at a photo shoot 
32023	2709536455_2a6046e38a.jpg	two husky dog are howling together
19771	2721656220_5f4cda8bc1.jpg	a lady hold a beverage 
19852	3099091086_f75f0ce09d.jpg	people are protesting against coal 
19837	413231421_43833a11f5.jpg	dog with head in snow 
25684	3203872773_6c30f64be3.jpg	a man jumping into the air
6643	3391924827_53b31542ce.jpg	a cyclist jumping into the air
1835	2221818690_9003756d33.jpg	a clown blowing a whistle 
3082	3084018061_df66d98325.jpg	older men at bar drinking alcohol
19795	3242808166_8638150274.jpg	cyclist in snowy forest at night
19778	415657941_454d370721.jpg	child playing on a roundabout 
19772	2752341621_54490b9b09.jpg	a middle eastern family is walking
25672	3604384157_99241be16e.jpg	people in hat are outside 
33783	3246773992_89bf86937b.jpg	a woman in tights dance 
3096	3046429283_08de594901.jpg	black man in black leather jacket
1799	2095007523_591f255708.jpg	baby in playpen with wide eye
6589	1536597926_c2e1bc2379.jpg	two men and a backpack 
5900	1449370354_380c4123c9.jpg	young boy running on grass 
22692	374828031_9d087da5cf.jpg	a man climbing a cliff 
25875	3095225232_2e6e6dc92e.jpg	people ride up an escalator 
3109	3638783842_af08dbb518.jpg	two bald people in red clothes
19487	2030781555_b7ff7be28f.jpg	people fishing off of a boardwalk
35733	3055716848_b253324afc.jpg	the skateboarder prepares to wipeout 
25886	3439331800_e71e1d808f.jpg	a group of dancer onstage 
2450	3718007650_e5930b4509.jpg	people stand outside watching something 
35737	2330843604_b8d75d6ac7.jpg	a small girl jumping rope 
19480	3029463004_c2d2c8f404.jpg	a surfer ride the wave 
22701	3306212559_731ba9bd05.jpg	four people and the sun 
5907	343073813_df822aceac.jpg	a dog stand in water 
24483	2242178517_2325b85e5f.jpg	a young child shovel snow 
35765	3294717824_3bb7b5d1c8.jpg	a person surfing a wave 
25911	1980315248_82dbc34676.jpg	a man doe yard work 
33708	3336374196_f6eaca542f.jpg	skateboarder jumping over a fence 
35778	2964438493_413667c04a.jpg	two dog are playing outside 
2459	1311388430_4ab0cd1a1f.jpg	person hanging upside down from pole
35695	2796801478_8ebd7e550b.jpg	a skateboarder grinding a lip 
31951	3305767464_d64a336f60.jpg	the boy is playing drum 
35672	2676651833_3bb42bbb32.jpg	a young girl at a playground
1797	1022975728_75515238d8.jpg	a dog splash in the water
19639	2339946012_06bd480ab8.jpg	a dog swim toward a stick
32772	3416013671_98b5c75046.jpg	several bagpiper in scottish dress 
5369	3271178748_630d269811.jpg	the boy are playing soccer 
31963	3397310901_cbef5c06ef.jpg	a bicyclist ride on ramp 
7781	3265209567_b3b9c8e0fe.jpg	dog and cow in field 
35629	3377570617_d2f2225a74.jpg	two lady posing for a picture
35630	3561734666_344f260cce.jpg	a pitcher throw the ball 
6615	3680031186_c3c6698f9d.jpg	a boston baseball player at bat
22559	254901702_67ada9867c.jpg	a man throwing a frisbee 
33770	3522989916_f20319cc59.jpg	two dog playing on grass 
1784	3247341210_5d1e50df23.jpg	men on a rope course 
19580	3597921737_3fd1d0665b.jpg	three asian woman wearing white 
25845	2294598473_40637b5c04.jpg	a dog catching a frisbee 
19567	2193980605_4221c6474d.jpg	six people jump for ball 
22573	326334188_8850b7bfd4.jpg	a man exploring a cave 
19553	374124237_51f62b6937.jpg	a woman dressed in black 
19534	3532194771_07faf20d76.jpg	a surfer walking into the ocean
19525	2891961886_b7a2f0b0fd.jpg	man skate along cement wall 
22465	3655773435_c234e94820.jpg	a dog in a pool 
19434	2057305043_952b8dc82c.jpg	a person parachuting over the ocean
24597	2080033499_6be742f483.jpg	dog on leash running from man
19891	2893374123_087f98d58a.jpg	a motorcyclist jumping on a ramp
24701	3568225554_73cdb19576.jpg	someone climbing a rock upside down
20218	2695962887_a1647c567b.jpg	a dog completing a fitness excercise
2363	3226541300_6c81711e8e.jpg	two people dressed in pink 
24695	3480379024_545e8ec818.jpg	two motorcyclist racing around a track
25453	3069786374_804e1123ac.jpg	cheerleader are performing in a gym
22251	2795866891_7559fd8422.jpg	a skateboarder grind a curb 
35229	3726170067_094cc1b7e5.jpg	a bald man wearing glass 
1924	1355935187_2c99648138.jpg	white dog leaving bluestriped tent 
2836	652542470_60e858da64.jpg	kid sits wearing swim gear 
33961	897621891_efb1e00d1d.jpg	a little boy swim underwater 
24673	3707990914_843e8f15f1.jpg	a surfer ride the wave 
22256	3337332770_5eda5cceb7.jpg	two dog playing in snow 
20190	3674565156_14d3b41450.jpg	two woman stand wearing sunglass 
7551	1402859872_0fc8cf8108.jpg	a boy highfives a mannequin 
7553	3117336911_a729f42869.jpg	child playing in a pool 
32103	3209966887_5b744bd050.jpg	a man paint chinese character 
20158	3400082864_9c737c1450.jpg	a tennis player in midswing 
24658	3189251454_03b76c2e92.jpg	dog standing in snow barking 
35236	3452982513_36f2bc81fa.jpg	man snowboarding down a mountain 
3044	2979914158_5906470b8f.jpg	child on a swing in motion
25444	3557295488_600d387347.jpg	two field hockey player collide 
32118	3434526008_02359881a0.jpg	a skateboarder us a ramp 
20308	109738916_236dc456ac.jpg	three people and two snowmobile 
24786	3253060519_55d98c208f.jpg	a building with people outside 
29759	3406802138_ef77bbddd0.jpg	two dog running in the dirt
24759	2085400856_ae09df33a7.jpg	a dog in the snow 
35180	1299459550_1fd5594fa2.jpg	a boy in swimming trunk 
20271	2187904131_96ea83b9b5.jpg	some skier at a resort 
22086	3221036999_3f7b152d8a.jpg	skateboarder flying over ramp outside 
25443	3517040752_debec03376.jpg	two girl are playing softball 
35221	260828892_7925d27865.jpg	woman walking on sand leaving footprint
24740	3699763582_f28c5130dd.jpg	a bald man climbing rock 
22119	1598085252_f3219b6140.jpg	a dog in a field 
32671	3201594926_cd2009eb13.jpg	woman walk down the street 
22130	1685990174_09c4fb7df8.jpg	kid running in the field 
34010	2939371251_f923569a72.jpg	two team compete in football 
20252	90011335_cfdf9674c2.jpg	a boat on the water 
20251	693785581_68bec8312a.jpg	two kid playing on mat 
24707	2728276857_3f83757ef2.jpg	a group of smiling woman 
33993	381052465_722e00807b.jpg	people putting out a fire 
22114	3176277818_235486a3cd.jpg	this marketplace is very busy 
5498	3061481868_d1e00b1f2e.jpg	two people on a motorcycle 
20137	2887103049_a867e74358.jpg	a skateboarder performs a trick 
7577	2716903793_fb7a3d8ba6.jpg	two boy happily pull cart 
20033	3726025663_e7d35d23f6.jpg	bikers participate in a race 
22349	3174196837_800689a2f3.jpg	four dog running in the snow
25554	2914737181_0c8e052da8.jpg	a windsurfer on the water 
35382	3620343911_64a862904e.jpg	child in bathing suit play 
25582	3123526484_02952e40fc.jpg	a couple standing outside a street
33886	3134092148_151154139a.jpg	a guy on a surfboard 
7646	950273886_88c324e663.jpg	rock climber without a rope 
35400	494792770_2c5f767ac0.jpg	brown longhaired dog in garden 
2821	2053441349_a98b5fc742.jpg	dog run through field of flower
22355	3200120942_59cfbb3437.jpg	snowboarder sit on a chairlift 
19940	2640000969_b5404a5143.jpg	brown dog jumping into the pool
35410	3173461705_b5cdeef1eb.jpg	two dog play in the snow
35426	3690107455_0fdb4ecee7.jpg	woman walking on the rock 
19932	3445544288_68fdb25969.jpg	two people on a skilift 
22390	3331102049_bc65cf6198.jpg	a longbeaked bird in midflight 
22426	141755292_7a0b3364cf.jpg	two young people serve food 
22432	111537217_082a4ba060.jpg	a man climbing a rock wall
22439	2862676319_a9dab1309f.jpg	a person wear a mask 
22369	487074671_66db20bf47.jpg	a man stare at brick 
22329	3270047169_2ed289a9af.jpg	a skateboarder grind a rail 
35364	3638318149_b60450bfbe.jpg	a skateboarder performs a trick 
25545	2573141440_28a762d537.jpg	blueeyed baby in toddler swing 
24628	3262647146_a53770a21d.jpg	boy jump through mud puddle 
25520	3158680604_c1f99b3946.jpg	four people site in a kitchen
5852	3240558825_cd859d6230.jpg	people wait to board boat 
22285	265223843_9ef21e1872.jpg	person hang gliding at sunset 
20105	2273038287_3004a72a34.jpg	black dog running very fast 
25524	3126981064_1e803c3d7f.jpg	two surfer ride a wave 
33929	746787916_ceb103069f.jpg	a small white dog run 
33928	3160531982_37f5636b8a.jpg	a person paraglides at sundown 
22303	2346189044_546ed84aa9.jpg	the boy ha his mouth open
20087	642987597_03b21a1437.jpg	a girl in a tree 
20083	3559993787_c49644dcc5.jpg	a biker in the wood 
20077	3208188198_2b271d2a2e.jpg	a person running down the road
25526	3425887426_bf60b8afa3.jpg	a tennis player hitting the ball
35350	3697456750_460aea7252.jpg	two woman are doing karate 
35353	2603033456_3584d95116.jpg	a child playing in water 
22324	267015208_d80b3eb94d.jpg	a lime green vw bug 
35355	1904112245_549e47c8aa.jpg	a dog in the forest 
20070	2432038587_5e4148e277.jpg	a dog chase two goose 
1883	3244747165_17028936e0.jpg	a smiling group posing together 
1853	2771424045_1fdf9617eb.jpg	two adult hug each other 
25278	1776981714_5b224d0f7a.jpg	two woman walking down the street
5528	3004291289_c4892898ae.jpg	woman in obama tshirt smiling 
17902	3537920947_6c5a956f47.jpg	a skateboarder grind a bench 
28224	2846785268_904c5fcf9f.jpg	rollerblader grinding a yellow road barrier
14098	3314900697_c5c5ae9af6.jpg	rodeo rider on charging bull 
9894	3342309960_c694b2cce9.jpg	a skateboarder grind the rail 
38610	3540515072_8c951b738b.jpg	a dog leaping on pavement 
14087	3360823754_90967276ec.jpg	a skateboarder ride the rail 
28299	3484625231_5b1a1a07b8.jpg	two men during a football game
28323	1473080948_bae2925dc8.jpg	a man kayaking through rapid 
14010	3563673070_71fa0903ed.jpg	a man paddling a red kayak
28376	2497608431_8dfefc7a1a.jpg	man throwing stick and dog watching
13961	3619232550_0b1e1fd4e4.jpg	three men posing with instrument 
9948	2646540383_343e1ec9a4.jpg	a boy on a water slide
28220	2297744130_f571f3a239.jpg	boy wearing yellow jacket jumping 
38667	2716903793_fb7a3d8ba6.jpg	two boy and a cart 
613	1105959054_9c3a738096.jpg	a child painting a picture 
28394	2959500257_3621429a37.jpg	a girl is riding horseback 
611	3477715432_79d82487bb.jpg	two girl in pajama indoors 
13926	3585598356_8ce815bbb9.jpg	two showgirl are posing together 
38687	2578003921_e23b78e85f.jpg	biker riding through the forest 
4392	2201978994_c444e64810.jpg	two kid look into the forest
13912	3680031186_c3c6698f9d.jpg	a man is playing baseball 
13906	3407357681_5aeaab5b59.jpg	a dog jump through water 
9968	529198549_5cd9fedf3f.jpg	kid rafting down the river 
13900	3270273940_61ef506f05.jpg	child jumping off of cement 
13889	3701544312_b2e4e9813d.jpg	three girl tug a rope 
13941	2169951750_495820a215.jpg	a pitbull running in the snow
38701	93922153_8d831f7f01.jpg	a woman climb up a cliff
38592	3293753378_7a8ddb98b2.jpg	shopper in a record store 
38589	3582920844_2742804f3d.jpg	a person in the water 
14372	1977827746_4e13d7e19f.jpg	two kid eat corndogs outside 
14356	1312020846_5abb4a9be2.jpg	two puppy walking on stone 
690	3234375022_1464ea7f8a.jpg	person in yellow jacket snowboarding 
30579	493621130_152bdd4e91.jpg	a dog leaping off a boat
9805	2557972410_6925fe695c.jpg	some child play hockey outside 
30576	2178095150_436b035741.jpg	five dog racing at night 
28084	2934573544_7ffe92a2c9.jpg	a black dog running on grass
38479	2633082074_32c85f532c.jpg	a child climb a tree 
14330	3323661814_1e8e1ae88c.jpg	young girl are practicing dance 
9816	2271667421_7b21fc23b8.jpg	skier walking up the slope 
28102	3304511635_113beaf458.jpg	two people dance in costume 
38590	3656206975_09e6ce58bd.jpg	someone splashing in the water 
28119	2588927489_f4da2f11ec.jpg	little boy take photo outside 
9840	3357194782_c261bb6cbf.jpg	some people riding an old bus
28126	2867699650_e6ddb540de.jpg	white dog running on the grass
14221	3189521080_133777bce5.jpg	a bird splashing in a puddle
4460	3672057606_cb6393dbd9.jpg	woman waiting for the train 
14216	3339916063_63b960ed46.jpg	two uniformed boy play soccer 
38553	2261550615_b6c25d987b.jpg	six people inside a store 
38554	2368266191_87d77750f1.jpg	two dog are playing outside 
14169	3504881781_6a842e043b.jpg	several men loading a metal cannon
9870	1482960952_95f2d419cb.jpg	three elderly woman walking together 
14157	2922981282_203f04bf9b.jpg	interracial couple in bed making face
30516	308956341_642589e9cc.jpg	a black dog shaking off water
38512	1479857177_9d4a6f38fd.jpg	scuba diver submerged in water 
695	3511062827_cd87871c67.jpg	a dog bite purple fabric 
13888	526661994_21838fc72c.jpg	a dog running on grass 
4378	3502563726_30d1ce29c8.jpg	two dog groom each other 
13613	489372715_ce52da796a.jpg	a tan dog shaking it body
10087	3215117062_6e07a86352.jpg	two boy looking at display 
13601	3401902253_cd27e6d0fe.jpg	a dog run through water 
10094	3283626303_8e23d4a842.jpg	four child in the pool 
540	2524003134_580e74328b.jpg	a dog standing in water 
13573	2446315531_7c9704eec0.jpg	two tan colored dog playing 
13559	3561130207_d1ed166daa.jpg	a crowd of people stand 
13515	2902661518_1513be3ea6.jpg	skateboarder grind a concrete railing 
28586	3038760935_9a713510eb.jpg	the two dog are jumping 
28589	1469358746_2a879abaf3.jpg	a man with a dog 
521	3344526059_4a097af285.jpg	a hockey player in helmet 
547	3346711367_5e7b29e20f.jpg	two dog running in grassy area
38915	3671262694_29fbeb9d95.jpg	kid doing trick on a skateboard
13493	3159447439_c1496cbaea.jpg	two dog run through grass 
30375	3403797144_53e49412ec.jpg	a surfer on a wave 
38932	3587009091_37188fd07e.jpg	a dog swim near duck 
3680	3413019648_e787f0cb88.jpg	a man kayaking down rapid 
13461	3629664676_36bcefe6b7.jpg	a dog pulling a rope 
38941	2232518012_8cb0bbc43b.jpg	greyhound race on a track 
10151	2356574282_5078f08b58.jpg	a woman bending over backwards 
28612	2553619107_d382a820f9.jpg	kayaker is in rough water 
3683	2899501488_90d5da5474.jpg	motorcyclist racing on a track 
38961	2689001252_e0016c89f0.jpg	little girl in swimsuit are laughing
38965	377872472_35805fc143.jpg	three dog play in snow 
519	439492931_a96d590e40.jpg	four small dog play outside 
38715	2512683710_991c9d466d.jpg	a sailboat in the water 
13619	3049770416_0fb1954315.jpg	a man with a microphone 
4351	410422753_de506155fa.jpg	a dog in the snow 
13820	437917001_ae1106f34e.jpg	man sleeping on the street 
38717	263522013_d118d46b2d.jpg	a dog shaking water off 
13764	3439331800_e71e1d808f.jpg	four young men dance onstage 
10016	2295750198_6d152d7ceb.jpg	person walking in the field 
13754	3723903586_e98d3d8ec7.jpg	dog racing at a track 
4373	3677927146_1696f0b075.jpg	three dog moving through grass 
13749	1095590286_c654f7e5a9.jpg	a dog chase another dog 
10024	3621717946_d96f8a6012.jpg	people are playing water volleyball 
13740	3480379024_545e8ec818.jpg	two motorcyclist on a track 
10028	2326879311_555ebef188.jpg	a man sleeping on the street
28471	3547313700_39368b9a2f.jpg	two dog play in grass 
4349	3364258732_9942c557e5.jpg	people dancing in front of instructor
38773	3155451946_c0862c70cb.jpg	three men are playing basketball 
28472	1234817607_924893f6e1.jpg	a korean man sell soda 
38782	2903617548_d3e38d7f88.jpg	a little baby play croquet 
10041	3014169370_fc4059352e.jpg	a man standing between waterfall 
10044	3275527950_41aca690a1.jpg	people picking in a marsh 
13687	2689491604_d8760f57b4.jpg	the boy splashed the water 
13669	3545427060_c16a8b7dfd.jpg	child swimming in brown riverwater 
13665	2744705574_519c171ca0.jpg	a dog playing in the water
38831	3694555931_7807db2fb4.jpg	two woman in a mudfight 
13660	1332492622_8c66992b62.jpg	people walking in brightlycolored building 
30419	1280147517_98767ca3b3.jpg	a boat on a lake 
30412	3207358897_bfa61fa3c6.jpg	a person waving long red flag
38774	3597354819_0069aaf16e.jpg	two boy play in the sand
17911	3449114979_6cdc3e8da8.jpg	three child sitting at desk 
27995	2491343114_a3e35a2a3a.jpg	a dog running on the beach
14437	3552206648_123bf4ac82.jpg	a swan is above water 
38034	2363006088_b3e3aa5c0b.jpg	a young boy chase chicken 
27655	2540326842_bb26cec999.jpg	child look through a fence 
861	308014594_f1d5e75507.jpg	two woman dressed a geisha 
15214	1526181215_c1a94325ae.jpg	small dog jumping into water 
15204	1468103286_96a6e07029.jpg	new york yankee warming up 
38054	852469220_bc0fee3623.jpg	a dog swim through water 
4625	2874984466_1aafec2c9f.jpg	a dog herd a sheep 
9511	3046429283_08de594901.jpg	man in leather motorcycle gear 
15103	2956562716_5aa3f6ef38.jpg	dog playing in the yard 
9517	3117562746_62f57a02b5.jpg	a dog chase another dog 
4620	3293596075_973b0bfd08.jpg	a dog shoulderdeep in snow 
15243	2993049054_611f900644.jpg	a person wearing a mask 
842	386656845_4e77c3e3da.jpg	two dog in the snow 
3529	3051998298_38da5746fa.jpg	antic in a covered pool 
27713	3329169877_175cb16845.jpg	a snowboarder get some air 
38097	2993167197_e5d0a73530.jpg	basketball player holding the ball 
38098	1917203130_fcaff8b10e.jpg	a child at an exhibit 
15052	166654939_80ea4ddbcc.jpg	car racing on a dirt track
30759	872622575_ba1d3632cc.jpg	a man climbing a mountain 
38119	3401333624_4b6af8c1d7.jpg	skiiers on a snowy mountain 
832	2519483556_2b1632a18c.jpg	the three girl have pillow 
15025	2267923837_ae88678497.jpg	four dirty and barefooted child 
15024	619169586_0a13ee7c21.jpg	a woman posing near a cliff
27729	3468346269_9d162aacfe.jpg	car racing on a dirt road
27711	535830521_aa971319fc.jpg	a woman holding a newspaper 
4597	2872963574_52ab5182cb.jpg	two opposing hockey player collide 
27654	3626998066_3ae11ee278.jpg	two brown dog run together 
27645	143688895_e837c3bc76.jpg	a man climb steep rock 
4661	294353408_d459bdaa68.jpg	a dog jump toward a couch
9374	3368207495_1e2dbd6d3f.jpg	two dog chasing a ball 
30833	2899089320_3e7f6bbaca.jpg	a girl on monkey bar 
30823	3439560988_f001f96fc9.jpg	black dog running in swampy grass
15437	2090386465_b6ebb7df2c.jpg	two people in winter clothing 
27597	3017373346_3a34c3fe9d.jpg	two dog in the water 
27598	2058472558_7dd5014abd.jpg	a girl running with outstretched arm
37924	392467282_00bb22e201.jpg	two dog running in the snow
37930	2578395598_6982734d46.jpg	a small white dog running 
37931	2633082074_32c85f532c.jpg	a boy climbing a tree 
37935	406642021_9ec852eccf.jpg	a person scale a rock 
15253	3389321512_b11f499dab.jpg	the woman have been wounded 
27610	2543679402_9359e1ee4e.jpg	man slumped in front of building
15352	2834752476_3177e617f1.jpg	man smoking on a couch 
37954	3091177347_58c85c1c3b.jpg	a man photograph a woman 
37955	381976882_0063d16d88.jpg	someone is walking their dog 
37956	3269661567_faf190885a.jpg	performer onstage dancing and clapping 
9423	3690425778_3b390b3ea5.jpg	person jumping into the water 
3511	2930514856_784f17064a.jpg	two surfer catch a wave 
9431	698107542_3aa0ba78b4.jpg	child jump in bouncy gym 
9445	3648097366_706c8a57a1.jpg	a skateboarder jump the stair 
38003	143688895_e837c3bc76.jpg	a boy climbing a rock face
38004	2836360729_6500249fe6.jpg	a person buried in moss 
27644	3563668905_689ed479c5.jpg	a biker wearing a helmet 
15367	2858439751_daa3a30ab8.jpg	a man on a race bike
9565	2480664591_e6d22ed61c.jpg	two people row a boat 
14977	2267923837_ae88678497.jpg	child smiling and waving at camera
38152	3047751696_78c2efe5e6.jpg	a woman hold a toddler 
4543	166433861_70b66cd381.jpg	a motorcyclist on the street 
27916	2144049642_070cf541b4.jpg	little girl coloring picture indoors 
745	2178095150_436b035741.jpg	dog participating in a race 
30644	1357753846_6185e26040.jpg	a black dog crossing a stream
27932	3445428367_25bafffe75.jpg	a woman take a photograph 
27933	3057497487_57ecc60ff1.jpg	ride with a model biplane 
27949	470887781_faae5dae83.jpg	a crowd at a rally 
30627	2216568822_84c295c3b0.jpg	the lady ha a tattoo 
14647	180094434_b0f244832d.jpg	three kid playing around a fountain
14619	3333039854_461329aac2.jpg	band practice is cramped quarter 
732	481827288_a688be7913.jpg	two brown dog playing in water
27874	2399551242_c62a46dd5f.jpg	kid are playing in water fountain
14614	3574244361_715ac347cd.jpg	a child on a swing 
14609	2842032768_9d9ce04385.jpg	black poodle with toy in mouth
14606	3184031654_34b5c4ffe1.jpg	two woman in head wrap 
723	2524084967_a5e011b73d.jpg	a trick cyclist take air 
27963	975131015_9acd25db9c.jpg	a blond boy petting a tiger
38403	3168123064_d1983b8f92.jpg	a surfer ride the wave 
